,標題,價格,商品網址,圖片網址
845,The North Face W TREKKER PLUS PANT - AP 女 長褲 -NF0A7WCNJK3,"2,586",https://shopee.tw//The-North-Face-W-TREKKER-PLUS-PANT-AP-女-長褲-NF0A7WCNJK3-i.178207524.23024868345?sp_atk=9a2feaf6-5c59-4579-9875-e0914e1af78a&xptdk=9a2feaf6-5c59-4579-9875-e0914e1af78a,https://down-tw.img.susercontent.com/file/tw-11134207-23020-1akeir8urlnv84_tn
846,CHUMS Camper Bottle LED Light燈飾 CH6217410000,"2,546",https://shopee.tw//CHUMS-Camper-Bottle-LED-Light燈飾-CH6217410000-i.178207524.23200098259?sp_atk=b2753b79-591f-4abf-9ce7-1c25575129b0&xptdk=b2753b79-591f-4abf-9ce7-1c25575129b0,https://down-tw.img.susercontent.com/file/52be645d469915b37c8edeb22d032392_tn
847,The North Face W MFO SWEAT PANT - AP女 長褲 黑 NF0A4NFWKY4,"2,366",https://shopee.tw//The-North-Face-W-MFO-SWEAT-PANT-AP女-長褲-黑-NF0A4NFWKY4-i.178207524.22544331940?sp_atk=1b8db100-dce6-485f-9b24-5fe4d4696c89&xptdk=1b8db100-dce6-485f-9b24-5fe4d4696c89,https://down-tw.img.susercontent.com/file/tw-11134207-7qul4-lhix0jfplr4gf4_tn
848,The North Face W TREKKER SHORT - AP 女 防風防潑水短褲 黑 NF0A5JX4JK3,"2,160",https://shopee.tw//The-North-Face-W-TREKKER-SHORT-AP-女-防風防潑水短褲-黑-NF0A5JX4JK3-i.178207524.23844329065?sp_atk=e1aba8be-4e75-4b25-b2a4-27f99a1e78bc&xptdk=e1aba8be-4e75-4b25-b2a4-27f99a1e78bc,https://down-tw.img.susercontent.com/file/tw-11134207-7qukz-lhixnlal4oeof9_tn
849,SKECHERS DLITES 女 休閒鞋 13167NTPK,"2,310",https://shopee.tw//SKECHERS-DLITES-女-休閒鞋-13167NTPK-i.178207524.22539459082?sp_atk=b4a79777-ad4b-4ef2-bd72-b193a75630d0&xptdk=b4a79777-ad4b-4ef2-bd72-b193a75630d0,https://down-tw.img.susercontent.com/file/tw-11134207-7qul6-lfp7edceh59maa_tn
850,MILLET SENECA AIR 40L 專業登山後背包 黑 MIS23360247,"7,002",https://shopee.tw//MILLET-SENECA-AIR-40L-專業登山後背包-黑-MIS23360247-i.178207524.23666341245?sp_atk=aa877546-a831-4b20-96d3-72736f8323b3&xptdk=aa877546-a831-4b20-96d3-72736f8323b3,https://down-tw.img.susercontent.com/file/tw-11134207-7qul3-lg3jf1i8rkld68_tn
851,The North Face M ETIP CLOSEFIT GLOVE 男 保暖手套NF0A7WIEJK3,"2,592",https://shopee.tw//The-North-Face-M-ETIP-CLOSEFIT-GLOVE-男-保暖手套NF0A7WIEJK3-i.178207524.22481507510?sp_atk=f8abe0fd-158b-4741-9790-1ffea0b06e3b&xptdk=f8abe0fd-158b-4741-9790-1ffea0b06e3b,https://down-tw.img.susercontent.com/file/tw-11134207-7r98r-lm4e6c5ar25748_tn
852,LAFUMA 男 APENNINS 防風防潑長褲 瀝青灰 LFV121707523,"3,128",https://shopee.tw//LAFUMA-男-APENNINS-防風防潑長褲-瀝青灰-LFV121707523-i.178207524.23109118792?sp_atk=080662d9-2d15-415c-b264-39c2a15d4344&xptdk=080662d9-2d15-415c-b264-39c2a15d4344,https://down-tw.img.susercontent.com/file/sg-11134201-22110-z2ofu1hg7gkvce_tn
853,CHUMS Round Shoulder Sweat側背包 Platanus Camo CH603597Z274,"1,311",https://shopee.tw//CHUMS-Round-Shoulder-Sweat側背包-Platanus-Camo-CH603597Z274-i.178207524.22842760814?sp_atk=8d9ea3db-cb59-485a-b4a0-c23f3434bce9&xptdk=8d9ea3db-cb59-485a-b4a0-c23f3434bce9,https://down-tw.img.susercontent.com/file/tw-11134207-7qul8-lgxfej9zc08c73_tn
854,THE NORTH FACE CYPRESS BUCKET 中 防水戶外漁夫帽 NF0A7WHAJK3,"1,424",https://shopee.tw//THE-NORTH-FACE-CYPRESS-BUCKET-中-防水戶外漁夫帽-NF0A7WHAJK3-i.178207524.23744994214?sp_atk=48661564-73c6-45c2-82ed-373bc88f5a4a&xptdk=48661564-73c6-45c2-82ed-373bc88f5a4a,https://down-tw.img.susercontent.com/file/tw-11134207-7qukz-lhsl8c1jj72of7_tn
855,LAFUMA SHIFT PAIRS 登山杖 水藍 LFS63355076,"2,944",https://shopee.tw//LAFUMA-SHIFT-PAIRS-登山杖-水藍-LFS63355076-i.178207524.23435756858?sp_atk=85ccacdb-ed98-43f0-942d-13a94dd77efe&xptdk=85ccacdb-ed98-43f0-942d-13a94dd77efe,https://down-tw.img.susercontent.com/file/tw-11134207-7qul0-lezhsgnfqgxz2d_tn
856,CHUMS Spring Dale Padded Shoulder Pouch側背包  CH603367Z213,"1,026",https://shopee.tw//CHUMS-Spring-Dale-Padded-Shoulder-Pouch側背包-CH603367Z213-i.178207524.21254405859?sp_atk=0cc16c9b-2c5f-4b65-8fe8-0db3c731a4ad&xptdk=0cc16c9b-2c5f-4b65-8fe8-0db3c731a4ad,https://down-tw.img.susercontent.com/file/sg-11134201-22100-39gxdyqjylivc9_tn
857,MILLET RAINPROOF 防水戶外帽 深藍 MIV77328045,"1,422",https://shopee.tw//MILLET-RAINPROOF-防水戶外帽-深藍-MIV77328045-i.178207524.18679265838?sp_atk=9ac26e69-4fc4-4667-aab3-80c1c75b6fad&xptdk=9ac26e69-4fc4-4667-aab3-80c1c75b6fad,https://down-tw.img.susercontent.com/file/tw-11134207-7qul4-lg3kuxagfewace_tn
858,The North Face BOZER CROSS BODY 男女 單肩包 螢光綠 NF0A52RY6D4,"1,184",https://shopee.tw//The-North-Face-BOZER-CROSS-BODY-男女-單肩包-螢光綠-NF0A52RY6D4-i.178207524.22169817853?sp_atk=69c82713-3019-46c3-8001-2d463d8f95df&xptdk=69c82713-3019-46c3-8001-2d463d8f95df,https://down-tw.img.susercontent.com/file/tw-11134207-7qul4-lhivt0t67ljiba_tn
859,SKECHERS 女 GO RUN MAX CUSHIONING ESSENTIAL 跑步鞋 129252WHT 米白,"2,390",https://shopee.tw//SKECHERS-女-GO-RUN-MAX-CUSHIONING-ESSENTIAL-跑步鞋-129252WHT-米白-i.178207524.20880318108?sp_atk=2523afc9-94b7-4303-bd9c-0206e5af0e94&xptdk=2523afc9-94b7-4303-bd9c-0206e5af0e94,https://down-tw.img.susercontent.com/file/tw-11134207-7qul2-lhejp8ctoch52b_tn
860,THE NORTH FACE W VECTIV TARAVAL 女 防水透氣徒步鞋登山鞋  NF0A5LWUKY4,"4,699",https://shopee.tw//THE-NORTH-FACE-W-VECTIV-TARAVAL-女-防水透氣徒步鞋登山鞋-NF0A5LWUKY4-i.178207524.19959264453?sp_atk=ec8beedf-8301-4ebc-89ab-1e95671b1630&xptdk=ec8beedf-8301-4ebc-89ab-1e95671b1630,https://down-tw.img.susercontent.com/file/sg-11134201-22110-y1uuyw2o2cjv0f_tn
861,LAFUMA ACTIVE 35+5L登山包 灰 LFS64276099,"3,664",https://shopee.tw//LAFUMA-ACTIVE-35-5L登山包-灰-LFS64276099-i.178207524.22735755367?sp_atk=fa0fcd67-6447-4b59-946b-d77c2126b3e3&xptdk=fa0fcd67-6447-4b59-946b-d77c2126b3e3,https://down-tw.img.susercontent.com/file/tw-11134207-7qula-lezgc1a7bf3j5b_tn
862,MILLET 女 WANAKA FALL STRETCH 防潑防風耐磨彈性長褲 靛藍 MIV88747317,"3,492",https://shopee.tw//MILLET-女-WANAKA-FALL-STRETCH-防潑防風耐磨彈性長褲-靛藍-MIV88747317-i.178207524.22209173047?sp_atk=5385de41-9d22-4054-8c38-bb256af14fd0&xptdk=5385de41-9d22-4054-8c38-bb256af14fd0,https://down-tw.img.susercontent.com/file/sg-11134201-22110-l5qto63h7gkv4c_tn
863,LAFUMA 女 SHIFT GORE-TEX 防水登山鞋 灰 LFG23179725,"4,224",https://shopee.tw//LAFUMA-女-SHIFT-GORE-TEX-防水登山鞋-灰-LFG23179725-i.178207524.23635752782?sp_atk=acf05d64-579a-4e30-b4f1-ba7fff7d1979&xptdk=acf05d64-579a-4e30-b4f1-ba7fff7d1979,https://down-tw.img.susercontent.com/file/tw-11134207-7qul9-lezgodjt3x3b24_tn
864,CHUMS Spring Dale Gore-Tex Bush Pilot 防水棒球帽 CH051258Z213,"1,691",https://shopee.tw//CHUMS-Spring-Dale-Gore-Tex-Bush-Pilot-防水棒球帽-CH051258Z213-i.178207524.21354405596?sp_atk=c4cfff9d-fc2a-495e-a20b-fa2c1a480b0c&xptdk=c4cfff9d-fc2a-495e-a20b-fa2c1a480b0c,https://down-tw.img.susercontent.com/file/sg-11134201-22100-2k3x6k29xliv06_tn
865,CHUMS Fes Hat休閒戶外帽 2色 CH051286-,"1,422",https://shopee.tw//CHUMS-Fes-Hat休閒戶外帽-2色-CH051286--i.178207524.23735694750?sp_atk=85bbb0e5-6d59-4b15-9f32-17377ead8517&xptdk=85bbb0e5-6d59-4b15-9f32-17377ead8517,https://down-tw.img.susercontent.com/file/tw-11134207-7qul7-lez6o0btowg7eb_tn
866,SKECHERS ARCH FIT GLIDE-STEP 男 休閒鞋 232320BKGD,"2,440",https://shopee.tw//SKECHERS-ARCH-FIT-GLIDE-STEP-男-休閒鞋-232320BKGD-i.178207524.23239469276?sp_atk=25b7bba0-038d-45fd-b928-10060ccefa39&xptdk=25b7bba0-038d-45fd-b928-10060ccefa39,https://down-tw.img.susercontent.com/file/tw-11134207-7qukw-lfp8l6hx11ii52_tn
867,The North Face SUN STASH HAT 雙面戴可打包漁夫帽-NF00CGZ092Q,"1,184",https://shopee.tw//The-North-Face-SUN-STASH-HAT-雙面戴可打包漁夫帽-NF00CGZ092Q-i.178207524.18364972514?sp_atk=407abf9f-20f5-4421-8226-b77d169be89a&xptdk=407abf9f-20f5-4421-8226-b77d169be89a,https://down-tw.img.susercontent.com/file/sg-11134201-22110-j04bm29hebkvc1_tn
868,The North Face ANTORA BRIMMER 中 戶外帽 -NF0A7WH8JK3,"2,299",https://shopee.tw//The-North-Face-ANTORA-BRIMMER-中-戶外帽-NF0A7WH8JK3-i.178207524.21972663189?sp_atk=68944cdf-3759-41f7-9ef6-60d6ab861522&xptdk=68944cdf-3759-41f7-9ef6-60d6ab861522,https://down-tw.img.susercontent.com/file/tw-11134207-23020-bu2drki039mv45_tn
869,LAFUMA 女 STATEN COAT 長版防水保暖化纖外套 板岩灰綠 LFV122079725,"8,712",https://shopee.tw//LAFUMA-女-STATEN-COAT-長版防水保暖化纖外套-板岩灰綠-LFV122079725-i.178207524.23009132143?sp_atk=86184e7d-2ae6-4ac0-b00a-ba3c9d2f76dc&xptdk=86184e7d-2ae6-4ac0-b00a-ba3c9d2f76dc,https://down-tw.img.susercontent.com/file/sg-11134201-22110-779zf8ue8gkv0c_tn
870,PALLADIUM PAMPA LITE  RCYCLWP 10 中 防水休閒鞋 76656084,"2,999",https://shopee.tw//PALLADIUM-PAMPA-LITE-RCYCLWP-10-中-防水休閒鞋-76656084-i.178207524.22832013822?sp_atk=2e0afcbf-cfae-4e21-8d86-2b91f3e15b9a&xptdk=2e0afcbf-cfae-4e21-8d86-2b91f3e15b9a,https://down-tw.img.susercontent.com/file/tw-11134207-23030-qlj7m8ge6nov46_tn
871,The North Face W TRAVEL TRICLIMATE 女 兩件式外套NF0A7QSMKX7,"7,128",https://shopee.tw//The-North-Face-W-TRAVEL-TRICLIMATE-女-兩件式外套NF0A7QSMKX7-i.178207524.19393537997?sp_atk=e2d6c08b-ce24-4d4b-b2fe-fc2324fb0a13&xptdk=e2d6c08b-ce24-4d4b-b2fe-fc2324fb0a13,https://down-tw.img.susercontent.com/file/tw-11134207-7r98t-lm4fwzn2cejdef_tn
872,The North Face 女 輕量高筒越野鞋 灰黑 NF0A47AZQH4【GO WILD】,"4,420",https://shopee.tw//The-North-Face-女-輕量高筒越野鞋-灰黑-NF0A47AZQH4【GO-WILD】-i.178207524.14806101081?sp_atk=a83f7c09-469e-466c-b86a-f0882804d1ba&xptdk=a83f7c09-469e-466c-b86a-f0882804d1ba,https://down-tw.img.susercontent.com/file/3ee0c0fd7d99a971f70c0855ace4b6c2_tn
873,The North Face M TREKKER JOGGER - AP 男 長褲 -NF0A5JWZLK5,"2,535",https://shopee.tw//The-North-Face-M-TREKKER-JOGGER-AP-男-長褲-NF0A5JWZLK5-i.178207524.23724866859?sp_atk=aaa4ef9b-b288-41c6-a100-e83c6b50cd16&xptdk=aaa4ef9b-b288-41c6-a100-e83c6b50cd16,https://down-tw.img.susercontent.com/file/tw-11134207-23020-kyvi75nprlnv94_tn
874,The North Face W CARTO TRICLIMATE JACKET 女 兩件式外套NF0A5B1XLK5,"7,128",https://shopee.tw//The-North-Face-W-CARTO-TRICLIMATE-JACKET-女-兩件式外套NF0A5B1XLK5-i.178207524.21483628621?sp_atk=a9f81543-6add-4ae5-8c19-25f6e220d70c&xptdk=a9f81543-6add-4ae5-8c19-25f6e220d70c,https://down-tw.img.susercontent.com/file/tw-11134207-7r98w-ll4rkguzyt75ed_tn
875,SKECHERS GO WALK 6 女 休閒鞋 124568WNVBL,"2,790",https://shopee.tw//SKECHERS-GO-WALK-6-女-休閒鞋-124568WNVBL-i.178207524.22639461355?sp_atk=3b86ae96-ec9c-44ce-8c63-37b6bbc2f981&xptdk=3b86ae96-ec9c-44ce-8c63-37b6bbc2f981,https://down-tw.img.susercontent.com/file/tw-11134207-7qukx-lfp81z8eey9622_tn
876,The North Face RUN BELT 中 防潑水腰包 -NF0A52D4GNW,"1,184",https://shopee.tw//The-North-Face-RUN-BELT-中-防潑水腰包-NF0A52D4GNW-i.178207524.22732143932?sp_atk=c3124d67-f762-4169-9dc9-2a21dc53fd96&xptdk=c3124d67-f762-4169-9dc9-2a21dc53fd96,https://down-tw.img.susercontent.com/file/tw-11134207-23030-mq9tsyglgoovc2_tn
877,The North Face W MFO PF WIND JACKET - AP女 風衣外套 粉 NF0A4NEJUBF,"2,328",https://shopee.tw//The-North-Face-W-MFO-PF-WIND-JACKET-AP女-風衣外套-粉-NF0A4NEJUBF-i.178207524.22044328840?sp_atk=a8183525-87cb-4311-a270-0d08a3523410&xptdk=a8183525-87cb-4311-a270-0d08a3523410,https://down-tw.img.susercontent.com/file/tw-11134207-7qula-lhiwts77h0uoff_tn
878,SKECHERS GO WALK ARCH FIT 女 休閒鞋 124888BKHP,"2,630",https://shopee.tw//SKECHERS-GO-WALK-ARCH-FIT-女-休閒鞋-124888BKHP-i.178207524.21978715630?sp_atk=1290f52f-666f-46a6-a259-9154b68cab6a&xptdk=1290f52f-666f-46a6-a259-9154b68cab6a,https://down-tw.img.susercontent.com/file/tw-11134207-7qul3-lfp7r308e3u26e_tn
879,MILLET LIGHT DOWN -5° 輕量抗水羽絨睡袋 深藍 MIC11108731,"9,720",https://shopee.tw//MILLET-LIGHT-DOWN-5°-輕量抗水羽絨睡袋-深藍-MIC11108731-i.178207524.23940849891?sp_atk=13ffbeb1-107a-485d-86af-9a94bb0b04fa&xptdk=13ffbeb1-107a-485d-86af-9a94bb0b04fa,https://down-tw.img.susercontent.com/file/tw-11134207-7qul7-lg3iz6z7jqpt22_tn
880,The North Face W STANDARD TAPERED ANKLE 女 休閒長褲 NF0A5JZB7D6,"3,380",https://shopee.tw//The-North-Face-W-STANDARD-TAPERED-ANKLE-女-休閒長褲-NF0A5JZB7D6-i.178207524.23508004286?sp_atk=f1e3409f-4c78-48f5-8216-0600e2109925&xptdk=f1e3409f-4c78-48f5-8216-0600e2109925,https://down-tw.img.susercontent.com/file/sg-11134201-22110-tivgn9cnlfkv27_tn
881,The North Face W 78 UPF WIND JACKET 女 防風防曬可打包連帽外套NF0A5JXIIUE,"2,628",https://shopee.tw//The-North-Face-W-78-UPF-WIND-JACKET-女-防風防曬可打包連帽外套NF0A5JXIIUE-i.178207524.23035680003?sp_atk=6c0e12a1-39cc-4bbf-9716-20e64f7c79ad&xptdk=6c0e12a1-39cc-4bbf-9716-20e64f7c79ad,https://down-tw.img.susercontent.com/file/tw-11134207-7qul4-lez5hjwoclkf66_tn
882,PALLADIUM PAMPA RCYCL LT +Z~OLIVE NIGHT~M 中 防水休閒鞋 77037309,"3,199",https://shopee.tw//PALLADIUM-PAMPA-RCYCL-LT-Z~OLIVE-NIGHT~M-中-防水休閒鞋-77037309-i.178207524.22832013821?sp_atk=830560ed-23a6-4642-8781-6f077946b01d&xptdk=830560ed-23a6-4642-8781-6f077946b01d,https://down-tw.img.susercontent.com/file/tw-11134207-23030-al9kts3e6nov47_tn
883,LAFUMA 女 ACCESS 二件式防水保暖刷毛外套 黑/灰 LFV121960247,"8,640",https://shopee.tw//LAFUMA-女-ACCESS-二件式防水保暖刷毛外套-黑-灰-LFV121960247-i.178207524.21766801869?sp_atk=2b59c03e-23b4-4073-814b-abddd7231bfd&xptdk=2b59c03e-23b4-4073-814b-abddd7231bfd,https://down-tw.img.susercontent.com/file/sg-11134201-22110-8s9rv1946gkvcc_tn
884,SKECHERS GO WALK ARCH FIT 女 健走鞋 124860NVMT,"2,160",https://shopee.tw//SKECHERS-GO-WALK-ARCH-FIT-女-健走鞋-124860NVMT-i.178207524.22640127394?sp_atk=66aa115f-a8bc-4daf-a0b8-8d13ceec3fc4&xptdk=66aa115f-a8bc-4daf-a0b8-8d13ceec3fc4,https://down-tw.img.susercontent.com/file/tw-11134207-7qul7-lfth0vk21edd5d_tn
885,SKECHERS 女 GO RUN TRAIL ALTITUDE 跑步鞋 128221BKW 黑白,"2,390",https://shopee.tw//SKECHERS-女-GO-RUN-TRAIL-ALTITUDE-跑步鞋-128221BKW-黑白-i.178207524.19580333214?sp_atk=02913cf6-5c40-4bfa-8cc5-76ef307be024&xptdk=02913cf6-5c40-4bfa-8cc5-76ef307be024,https://down-tw.img.susercontent.com/file/tw-11134207-7qul2-lhe969okpa2464_tn
886,The North Face GRIFFIN 65 中 登山背包NF0A3KXE0GY,"11,899",https://shopee.tw//The-North-Face-GRIFFIN-65-中-登山背包NF0A3KXE0GY-i.178207524.22056017555?sp_atk=68a1292b-e410-4c0c-85b5-7565c2045d01&xptdk=68a1292b-e410-4c0c-85b5-7565c2045d01,https://down-tw.img.susercontent.com/file/tw-11134207-7r98s-lm4fwzn2azrv19_tn
887,SKECHERS ARCH FIT 女 休閒鞋 149722GYBL,"2,390",https://shopee.tw//SKECHERS-ARCH-FIT-女-休閒鞋-149722GYBL-i.178207524.20487928236?sp_atk=26cfd656-7748-4061-a726-57d8071da12d&xptdk=26cfd656-7748-4061-a726-57d8071da12d,https://down-tw.img.susercontent.com/file/tw-11134207-7qul9-lftgagr7yucq45_tn
888,The North Face W TKA GLACIER FULL ZIP  女 刷毛外套 -NF0A4NAQLV5,"2,028",https://shopee.tw//The-North-Face-W-TKA-GLACIER-FULL-ZIP-女-刷毛外套-NF0A4NAQLV5-i.178207524.22322483212?sp_atk=d82989d5-eb60-45d6-b8d4-469efcded2db&xptdk=d82989d5-eb60-45d6-b8d4-469efcded2db,https://down-tw.img.susercontent.com/file/tw-11134207-23020-flxnmrs649mvb4_tn
889,SKECHERS 女 GO RUN MAX CUSHIONING ESSENTIAL 跑步鞋 129252BKW 黑白,"2,390",https://shopee.tw//SKECHERS-女-GO-RUN-MAX-CUSHIONING-ESSENTIAL-跑步鞋-129252BKW-黑白-i.178207524.21389276644?sp_atk=1ddba323-fa13-4dfb-b97d-aac2179f3f1e&xptdk=1ddba323-fa13-4dfb-b97d-aac2179f3f1e,https://down-tw.img.susercontent.com/file/tw-11134207-7quky-lhejj2dkle7g3e_tn
890,The North Face W SUMMIT PRO 120 TIGHT 女 長褲 NF0A82ULKX7,"2,016",https://shopee.tw//The-North-Face-W-SUMMIT-PRO-120-TIGHT-女-長褲-NF0A82ULKX7-i.178207524.23104613096?sp_atk=c495228d-cfdf-4bb1-9dbc-faebe67b3d33&xptdk=c495228d-cfdf-4bb1-9dbc-faebe67b3d33,https://down-tw.img.susercontent.com/file/sg-11134201-22110-7324qr1fkojved_tn
891,The North Face BANCHEE 50 中 登山背包 -NF0A3G9V0GY,"9,099",https://shopee.tw//The-North-Face-BANCHEE-50-中-登山背包-NF0A3G9V0GY-i.178207524.23132146877?sp_atk=6faafef9-64bd-4ec0-bdc8-add1ae6556c0&xptdk=6faafef9-64bd-4ec0-bdc8-add1ae6556c0,https://down-tw.img.susercontent.com/file/tw-11134207-23030-fqmqab3ygoove3_tn
892,SKECHERS ARCH FIT DLUX 女 休閒鞋 149685BURG,"2,370",https://shopee.tw//SKECHERS-ARCH-FIT-DLUX-女-休閒鞋-149685BURG-i.178207524.22540127049?sp_atk=72f8ebca-9bed-4f7a-b1dd-5dacff2939cc&xptdk=72f8ebca-9bed-4f7a-b1dd-5dacff2939cc,https://down-tw.img.susercontent.com/file/tw-11134207-7qul6-lftguasmmmf56e_tn
893,SKECHERS 女 GO RUN LITE 休閒鞋 129425WPR 白,"2,870",https://shopee.tw//SKECHERS-女-GO-RUN-LITE-休閒鞋-129425WPR-白-i.178207524.22043969395?sp_atk=98bb7abb-d097-440a-87ab-50aa69d62283&xptdk=98bb7abb-d097-440a-87ab-50aa69d62283,https://down-tw.img.susercontent.com/file/tw-11134207-7quky-lhejp8ctwrvt8f_tn
894,SKECHERS ARCH FIT 女 休閒鞋 149722WPKCL,"2,390",https://shopee.tw//SKECHERS-ARCH-FIT-女-休閒鞋-149722WPKCL-i.178207524.22139488215?sp_atk=550a6bd3-752d-461c-9d85-254b8a34ae3f&xptdk=550a6bd3-752d-461c-9d85-254b8a34ae3f,https://down-tw.img.susercontent.com/file/tw-11134207-7qukx-lfpae2dwmd59ba_tn
895,THE NORTH FACE CYPRESS BUCKET 中 戶外帽 NF0A7WHAI0J 卡其黑,"1,424",https://shopee.tw//THE-NORTH-FACE-CYPRESS-BUCKET-中-戶外帽-NF0A7WHAI0J-卡其黑-i.178207524.22046552858?sp_atk=3b05e91d-57b9-43e3-93e0-c20c14521e9c&xptdk=3b05e91d-57b9-43e3-93e0-c20c14521e9c,https://down-tw.img.susercontent.com/file/tw-11134207-7qul2-liijfsmvus7603_tn
896,The North Face W VECTIV FASTPACK 女 防水透氣登山鞋 NF0A5JCZMN8,"6,880",https://shopee.tw//The-North-Face-W-VECTIV-FASTPACK-女-防水透氣登山鞋-NF0A5JCZMN8-i.178207524.22919084197?sp_atk=e61a1c18-de1b-49f6-9cae-09d9f2ce9714&xptdk=e61a1c18-de1b-49f6-9cae-09d9f2ce9714,https://down-tw.img.susercontent.com/file/tw-11134207-23010-csvi4l5d6emv89_tn
897,MILLET M TOUCH GLOVE 保暖觸控手套 黑 MIV81140247,"1,332",https://shopee.tw//MILLET-M-TOUCH-GLOVE-保暖觸控手套-黑-MIV81140247-i.178207524.22540845061?sp_atk=713d6c77-9238-43aa-8dcf-0edc9f3019e2&xptdk=713d6c77-9238-43aa-8dcf-0edc9f3019e2,https://down-tw.img.susercontent.com/file/tw-11134207-7qul9-lg3iq69wv8kq5b_tn
898,The North Face W PRINTED 1996 RETRO 女 可打包防水羽絨外套 NF0A5IXK96J,"14,880",https://shopee.tw//The-North-Face-W-PRINTED-1996-RETRO-女-可打包防水羽絨外套-NF0A5IXK96J-i.178207524.20960090694?sp_atk=a65707c7-2a09-4669-a37b-7642208ddaf1&xptdk=a65707c7-2a09-4669-a37b-7642208ddaf1,https://down-tw.img.susercontent.com/file/sg-11134201-22110-kg97v2vpehjv73_tn
899,SKECHERS 女 ARCH FIT S-MILES 休閒鞋 155567NAT 奶茶,"2,780",https://shopee.tw//SKECHERS-女-ARCH-FIT-S-MILES-休閒鞋-155567NAT-奶茶-i.178207524.22943978657?sp_atk=dfa35e4b-ca92-4e2f-b049-eb1cd009dcc1&xptdk=dfa35e4b-ca92-4e2f-b049-eb1cd009dcc1,https://down-tw.img.susercontent.com/file/tw-11134207-7qukx-lhejybu0oq3t4a_tn
900,SKECHERS 女 ARCH FIT 休閒鞋 149414TPMT 灰,"2,600",https://shopee.tw//SKECHERS-女-ARCH-FIT-休閒鞋-149414TPMT-灰-i.178207524.22543967868?sp_atk=51e4ac6f-6177-4e95-8753-54924030c8ca&xptdk=51e4ac6f-6177-4e95-8753-54924030c8ca,https://down-tw.img.susercontent.com/file/tw-11134207-7qul5-lhejp8ddvyuka1_tn
901,MILLET 男 MOUNT WAVE TS SS 短袖排汗衣 褐黃 MIV020098781,"1,512",https://shopee.tw//MILLET-男-MOUNT-WAVE-TS-SS-短袖排汗衣-褐黃-MIV020098781-i.178207524.20879234020?sp_atk=3eaf59f3-336c-467c-8d6d-c56aae2714dc&xptdk=3eaf59f3-336c-467c-8d6d-c56aae2714dc,https://down-tw.img.susercontent.com/file/tw-11134207-7qul1-lg3j60wjnyf5ec_tn
902,SKECHERS DLITES 4.0 女 休閒鞋 149913PKMT,"2,550",https://shopee.tw//SKECHERS-DLITES-4.0-女-休閒鞋-149913PKMT-i.178207524.20878726423?sp_atk=6b28d33b-e3a9-4e0b-af37-119351539780&xptdk=6b28d33b-e3a9-4e0b-af37-119351539780,https://down-tw.img.susercontent.com/file/tw-11134207-7qula-lfp7edb0aqy253_tn
903,CHUMS Airtrail Stretch CHUMS Shorts 男 短褲 黑色 CH031256K001,"2,451",https://shopee.tw//CHUMS-Airtrail-Stretch-CHUMS-Shorts-男-短褲-黑色-CH031256K001-i.178207524.20877362984?sp_atk=55b7ebac-00ec-4d9b-b15a-09779da5621e&xptdk=55b7ebac-00ec-4d9b-b15a-09779da5621e,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lnaw52yy22bdbf_tn
904,The North Face M ULTRA 111 WP 男 登山鞋 -NF0A46CJ9Z4,"4,699",https://shopee.tw//The-North-Face-M-ULTRA-111-WP-男-登山鞋-NF0A46CJ9Z4-i.178207524.20871520713?sp_atk=27c3f6dc-b650-441f-b8dd-2f17ebb9b109&xptdk=27c3f6dc-b650-441f-b8dd-2f17ebb9b109,https://down-tw.img.susercontent.com/file/tw-11134207-23010-wzyl1x5xfgmv4e_tn
905,THE NORTH FACE BOZER HIP PACK 中 防潑水抽繩側背包 NF0A52RW7Q6,"1,424",https://shopee.tw//THE-NORTH-FACE-BOZER-HIP-PACK-中-防潑水抽繩側背包-NF0A52RW7Q6-i.178207524.20859262095?sp_atk=058e9d2d-89dd-47b7-8fb4-0c31fd4c59de&xptdk=058e9d2d-89dd-47b7-8fb4-0c31fd4c59de,https://down-tw.img.susercontent.com/file/sg-11134201-22110-5j5tsnaf2cjvc7_tn
906,LAFUMA 女 WAY 防水外套 朱紅色 LFV119199672,"2,928",https://shopee.tw//LAFUMA-女-WAY-防水外套-朱紅色-LFV119199672-i.178207524.20858393397?sp_atk=04e6792e-8120-4048-bf16-943995e43482&xptdk=04e6792e-8120-4048-bf16-943995e43482,https://down-tw.img.susercontent.com/file/sg-11134201-22100-epc0pm2bd8iv56_tn
907,LAFUMA 女 KEMPE F-ZIP 刷毛外套 櫻桃紅 LFV120289288,"2,366",https://shopee.tw//LAFUMA-女-KEMPE-F-ZIP-刷毛外套-櫻桃紅-LFV120289288-i.178207524.20858393373?sp_atk=54ea0411-30c2-47a8-be01-57855450c61c&xptdk=54ea0411-30c2-47a8-be01-57855450c61c,https://down-tw.img.susercontent.com/file/sg-11134201-22100-6bqp0juid8iv1d_tn
908,LAFUMA 女 WAY 防水外套 精靈黃 LFV119199424,"3,416",https://shopee.tw//LAFUMA-女-WAY-防水外套-精靈黃-LFV119199424-i.178207524.20858393349?sp_atk=58323dab-99a9-4937-8fe6-aab4b654d64a&xptdk=58323dab-99a9-4937-8fe6-aab4b654d64a,https://down-tw.img.susercontent.com/file/sg-11134201-22100-uyju36ojd8iva1_tn
